Index,Monster Name,Monster Gender,Monster Type,Monster Subtype,Monster Species,Monster Real,Monster Amount,Caught Fred,Caught Daphnie,Caught Velma,Caught Shaggy,Caught Scooby,Captured Fred,Captured Daphnie,Captured Velma,Captured Shaggy,Captured Scooby,Unmask Fred,Unmask Daphnie,Unmask Velma,Unmask Shaggy,Unmask Scooby,Snack Fred,Snack Daphnie,Snack Velma,Snack Shaggy,Snack Scooby,Unmask Other,Caught Other,Caught Not,Trap Work First,Setting Terrain,Setting Country State,Suspects Amount,Non Suspect,Arrested,Culprit Name,Culprit Gender,Culprit Amount,Motive,If It Wasnt For,And That,Door Gag,Number Of Snacks,Split Up,Another Mystery,Set A Trap,Jeepers,Jinkies,My Glasses,Just About Wrapped Up,Zoinks,Groovy,Scooby Doo Where Are You,Rooby Rooby Roo,Batman,Scooby Dum,Scrappy Doo,Hex Girls,Blue Falcon,Fred Va,Daphnie Va,Velma Va,Shaggy Va,Scooby Va
176,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,United States,1,FALSE,FALSE,Killer Krunch,Male,1,Anger,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
177,Swamp Witch,Female,Magician,Witch,Human,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Swamp,United States,0,NULL,NULL,NULL,NULL,0,Food,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
178,Knight,Male,Ancient,Knight,Human,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,Scotland,0,NULL,NULL,NULL,NULL,0,Trespassing,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
179,Wax Master,Male,Possessed Object,Statue,Human,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,England,0,NULL,NULL,NULL,NULL,0,Abduction,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
180,"Evil Trees,Caterpillar,Cheshire Cat,Queen of Hearts","Male,Male,Male,Female","Plant,Animal,Animal,Magician","Evil,Talking,Talking,Queen","Tree,Caterpillar,Cat,Human",FALSE,4,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,United States,0,NULL,NULL,NULL,NULL,0,Imagination,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
181,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,United States,1,FALSE,FALSE,Orderly,Male,1,Anger,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
182,Lava Monster,Male,Possessed Object,Statue,Lava,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Jungle,Hawaii,0,NULL,NULL,NULL,NULL,0,Trespassing,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
183,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Snow,Switzerland,1,FALSE,FALSE,Bulldog,Male,1,Competition,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
184,Alaskan Monster,Male,Animal,Beast,Snow-Monster,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Snow,Alaska,0,NULL,NULL,NULL,NULL,0,Food,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
185,Rocky Maximus,Male,Ancient,Gladiator,Human,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,Italy,1,NULL,NULL,NULL,NULL,0,Competition,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
186,Swamp Monster,Male,Animal,Beast,Swamp-Monster,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Swamp,United States,0,NULL,NULL,NULL,NULL,0,Food,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
187,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,Louisiana,1,FALSE,FALSE,Cheft,Male,1,Trespassing,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
188,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Desert,Mars,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
189,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Coast,United States,1,FALSE,FALSE,Bulldog,Male,1,Bully,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
190,Shaggy,Male,Animal,Werewolf,Human,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,Austria,1,FALSE,FALSE,Adolf,Male,1,Loneliness,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
191,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,United States,1,FALSE,FALSE,Sergent,Male,1,Training,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
192,"Rock Monsters,Rock Monsters","Male,Male","Possessed Object,Possessed Object","Rock,Rock","Cave-Monster,Cave-Monster",TRUE,2,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Cave,United States,0,NULL,NULL,NULL,NULL,0,Trespassing,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
193,Wicked Witch of the North by Southeast,Female,Magician,Witch,Human,FALSE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,United States,0,NULL,NULL,NULL,NULL,0,Imagination,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
194,Phantom of the Sewers,Male,Disguised,Phantom,Human,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Urban,France,0,NULL,NULL,NULL,NULL,0,Trespassing,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
195,Rawhide Red,Male,Mechanical,Robot,Object,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,United States,0,NULL,NULL,NULL,NULL,0,Abduction,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
196,Enemy Spy,Male,Disguised,Spy,Human,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,California,0,NULL,NULL,NULL,NULL,0,Theft,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,2,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
197,Alien,Male,Extraterrestrial,Alien,Alien,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,United States,0,NULL,NULL,NULL,NULL,0,Conquer,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
198,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Jungle,India,1,FALSE,FALSE,Taj Mahal Gaurd,Male,1,Trespassing,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
199,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Desert,United States,2,FALSE,FALSE,"Bandit,Wilbur","Male,Male",2,Anger,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
200,Pleasure Island Man,Male,Magician,Trickster,Human,FALSE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,United States,0,NULL,NULL,NULL,NULL,0,Imagination,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
201,Pirate,Male,Ghost,Pirate,Human,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Island,United States,0,NULL,NULL,NULL,NULL,0,Trespassing,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
202,Sheet Ghost,Male,Ghost,Phantom,Human,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Forest,United States,1,TRUE,FALSE,Great-Grandpa Scooby,Male,1,Mistake,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
203,Centaur,Male,Animal,Centaur,Centaur,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Ocean,Atlantis,0,NULL,NULL,NULL,NULL,0,Trespassing,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
204,"Merlin,Jasper","Male,Male","Magician,Animal","Wizard,Giant","Human,Frog",TRUE,2,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,England,0,NULL,NULL,NULL,NULL,0,Assistance,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
205,Alien,Male,Extraterrestrial,Alien,Alien,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Space,Space,0,NULL,NULL,NULL,NULL,0,Conquer,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
206,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,United States,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
207,Dragon,Male,Mythical,Dragon,Dragon,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Cave,China,0,NULL,NULL,NULL,NULL,0,Trespassing,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
208,Pat O'Wiley,Male,Mythical,Leprechaun,Leprechaun,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Forest,Ireland,0,NULL,NULL,NULL,NULL,0,Trespassing,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
209,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,United States,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
210,Madame Olga,Female,Magician,Witch,Human,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,United States,0,NULL,NULL,NULL,NULL,0,Experimentation,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
211,"Red Baron,T-Rex","Male,Male","Ancient,Animal","Pilot,Dinosaur","Human,Dinosaur",FALSE,2,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,United States,0,NULL,NULL,NULL,NULL,0,Imagination,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
212,Toy Gorilla,Male,Mechanical,Toy,Gorilla,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,England,0,NULL,NULL,NULL,NULL,0,Automated,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
213,Plutonian,Male,Extraterrestrial,Alien,Hound,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,United States,0,NULL,NULL,NULL,NULL,0,Abduction,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
214,Dr. Wolf,Male,Animal,Werewolf,Human,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,United States,1,FALSE,FALSE,Dr. Wolf,Male,1,Food,NULL,NULL,TRUE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
215,Vampire Foreman,Male,Undead,Vampire,Human,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,United States,0,NULL,NULL,NULL,NULL,0,Food,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
216,Carnivorous Plants,Male,Plant,Giant,Venus Fly Trap,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,United States,1,FALSE,FALSE,Gardener,Male,1,Food,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
217,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,United States,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
218,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,United States,1,FALSE,FALSE,Baron Lundwaft,Male,1,Competition,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
219,Bigfoot,Male,Animal,Humanoid,Bigfoot,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Forest,United States,0,NULL,NULL,NULL,NULL,0,Theft,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
220,Giant,Male,Mythical,Giant,Human,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,United States,0,NULL,NULL,NULL,NULL,0,Food,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
221,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,United States,2,FALSE,TRUE,"Big Thug,Small Thug","Male,Male",2,Theft,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
222,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,United States,2,FALSE,TRUE,"Bruiser,Bugsy Burton","Male,Male",2,Theft,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
223,Catfish Burglar,Male,Disguised,Masked,Human,FALSE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Ocean,United States,1,FALSE,TRUE,Mrs. Higgins,Female,1,Theft,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
