Index,Monster Name,Monster Gender,Monster Type,Monster Subtype,Monster Species,Monster Real,Monster Amount,Caught Fred,Caught Daphnie,Caught Velma,Caught Shaggy,Caught Scooby,Captured Fred,Captured Daphnie,Captured Velma,Captured Shaggy,Captured Scooby,Unmask Fred,Unmask Daphnie,Unmask Velma,Unmask Shaggy,Unmask Scooby,Snack Fred,Snack Daphnie,Snack Velma,Snack Shaggy,Snack Scooby,Unmask Other,Caught Other,Caught Not,Trap Work First,Setting Terrain,Setting Country State,Suspects Amount,Non Suspect,Arrested,Culprit Name,Culprit Gender,Culprit Amount,Motive,If It Wasnt For,And That,Door Gag,Number Of Snacks,Split Up,Another Mystery,Set A Trap,Jeepers,Jinkies,My Glasses,Just About Wrapped Up,Zoinks,Groovy,Scooby Doo Where Are You,Rooby Rooby Roo,Batman,Scooby Dum,Scrappy Doo,Hex Girls,Blue Falcon,Fred Va,Daphnie Va,Velma Va,Shaggy Va,Scooby Va
340,"Ghost of Morgan Moonscar,Pirate Zombies,Confederate Zombies,Tourist Zombies,Simone Lenoir,Lena Dupree,Jacques","Male,Male,Male,Male,Female,Female,Male","Ghost,Undead,Undead,Undead,Animal,Animal,Animal","Pirate,Zombie,Zombie,Zombie,Werecat,Werecat,Werecat","Human,Human,Human,Human,Human,Human,Human",TRUE,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Swamp,Louisiana,6,NULL,NULL,NULL,NULL,0,Food,NULL,NULL,FALSE,3,0,0,0,1,9,0,0,14,2,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Marry Kay Bergman,B.J. Ward,Billy West,Scott Innes
341,"Ben Ravencroft,Sarah Ravencroft,Evil Trees,Pumpkin Monsters,Enormous Turkey","Male,Female,Male,Male,Male","Magician,Ghost,Plant,Plant,Animal","Warlock,Witch,Evil,Humanoid,Giant","Human,Human,Tree,Pumpkin,Turkey",TRUE,5,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Rural,Massachusetts,4,NULL,NULL,NULL,NULL,0,Conquer,NULL,NULL,FALSE,1 box,0,0,0,0,5,1,0,6,1,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,Frank Welker,Marry Kay Bergman,B.J. Ward,Scott Innes,Scott Innes
342,"Casper County Monster,Casper County Monster","Male,Male","Animal,Animal","Humanoid,Humanoid","Forest-Monster,Forest-Monster",FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Forest,United States,7,TRUE,TRUE,Some Guy,Male,1,Entertainment,NULL,NULL,TRUE,0,1,0,0,0,0,1,0,2,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Marry Kay Bergman,B.J. Ward,Scott Innes,Scott Innes
343,"Aliens,Aliens,Aliens","Male,Male,Male","Extraterrestrial,Extraterrestrial,Extraterrestrial","Alien,Alien,Alien","Alien,Alien,Alien",FALSE,3,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NULL,Desert,New Mexico,10,FALSE,TRUE,"Max,Steve,Laura,Fake MP 1,Fake MP 2","Male,Male,Female,Male,Male",5,Natural Resource,meddl-,NULL,FALSE,0,0,0,0,0,2,0,0,6,14,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Marry Kay Bergman,B.J. Ward,Scott Innes,Scott Innes
344,Phantom Virus,Male,Possessed Object,Humanoid,Electric,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,United States,4,FALSE,TRUE,Bill McLemore,Male,1,Competition,NULL,NULL,FALSE,several,2,0,0,1,7,1,0,9,1,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,B.J. Ward,Scott Innes,Scott Innes
345,"Zombie,Mummy,Zombie Gary Coleman","Male,Male,Male","Undead,Undead,Undead","Zombie,Mummy,Zombie","Human,Human,Human",FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,United States,2,TRUE,TRUE,Jabberjaw,Male,1,Competition,NULL,NULL,FALSE,0,1,0,0,0,1,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,B.J. Ward,Scott Innes,Scott Innes
346,"Demons,Demons,Demons,Demons,Possessed College Kids,Possessed Fred,Possessed Marry Jane,Possessed Daphine,Possessed Velma,Scrappy-Rex","Male,Male,Male,Male,Male,Male,Female,Female,Female,Male","Mythical,Mythical,Mythical,Mythical,Possessed Object,Possessed Object,Possessed Object,Possessed Object,Possessed Object,Animal","Demon,Demon,Demon,Demon,Possessed,Possessed,Possessed,Possessed,Possessed,Giant","Demon,Demon,Demon,Demon,Human,Human,Human,Human,Human,Hound",TRUE,10,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Island,United States,11,TRUE,TRUE,"Scrappy-Doo,N' Goo Tuana,Zarkos,Short Henchman","Male,Male,Male,Male",4,Conquer,NULL,NULL,FALSE,several,2,0,0,0,7,2,0,5,2,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,Freddie Prinze Jr.,Sarah Michelle Gellar,Linda Cardellini,Matthew Lillard,Neil Fanning
347,Green Monster,Male,Plant,Humanoid,Weed,FALSE,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,United States,2,TRUE,TRUE,Old Man Bakov,Male,0,Competition,the damn cotton market,NULL,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Grey DeLisle,B.J. Ward,Scott Innes,Scott Innes
348,Snow Creature,Male,Animal,Humanoid,Ice-Monster,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Snow,United States,6,FALSE,TRUE,Avalanche Anderson,Male,1,Competition,interloping adolescents,gluttonous dog,TRUE,0,0,0,0,3,1,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
349,Dinosaur Spirit,Male,Animal,Spirit,Dinosaur,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Jungle,Costa Rica,3,FALSE,TRUE,"Luis Cepeda,Heather Lane","Male,Female",2,Natural Resource,turistas,NULL,FALSE,1 box,1,0,0,1,1,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
350,The Alien,Male,Extraterrestrial,Alien,Alien,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,4,FALSE,TRUE,Janet Lawrence,Female,1,Competition,you meddling kids,NULL,FALSE,several,1,0,0,1,0,0,1,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
351,"Ghost of the Leland Brothers,Ghost of the Leland Brothers","Male,Male","Ghost,Ghost","Soldier,Soldier","Human,Human",FALSE,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,Louisiana,4,FALSE,TRUE,Crawdad Mike,Male,1,Competition,ya'll meddling kids,NULL,FALSE,0,1,0,1,1,2,0,0,4,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
352,The Mystery Machine,Female,Possessed Object,Car,Vehicle,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,United States,5,FALSE,FALSE,Susan Dinwiddle,Female,1,Competition,NULL,NULL,FALSE,1 box,0,0,0,1,1,1,0,3,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
353,Ghost of Rufus Raucaus,Male,Ghost,Phantom,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,Nevada,6,FALSE,TRUE,Phylidia Flanders,Female,1,Competition,you meddling kids,NULL,FALSE,0,1,0,1,1,1,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
354,Roller Ghoster,Male,Animal,Humanoid,Beast,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,5,FALSE,FALSE,Terry,Female,1,Competition,you meddling kids,NULL,TRUE,2,1,1,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
355,Jungle Demons,Male,Animal,Demon,Animal,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NULL,Jungle,Malawi,5,FALSE,TRUE,"Honey Honsecker,Henry Honsecker","Female,Male",2,Smuggling,NULL,NULL,FALSE,0,1,0,0,0,1,0,0,2,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
356,Motoshondu,Female,Animal,Serpent,Sea-Monster,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Island,United States,4,FALSE,TRUE,Crunch Granville,Male,1,Preservation,you meddling mainlanders,NULL,FALSE,0,0,1,0,4,2,1,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
357,Headless Snowman,Male,Possessed Object,Headless,Snow-Man,FALSE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Snow,United States,4,FALSE,FALSE,Proff. William Fagen Higginson,Male,1,Treasure,NULL,NULL,FALSE,0,1,0,0,2,1,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
358,"Spaceman Swintons,Annabel Action Figure,Other Toys","Male,Female,Male","Mechanical,Mechanical,Mechanical","Humanoid,Humanoid,Toy","Toy,Toy,Toy",FALSE,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,United States,4,FALSE,TRUE,Walter Claphammer,Male,1,Treasure,NULL,NULL,FALSE,1 box,2,0,0,1,0,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
359,Faceless Phantom,Male,Ghost,Phantom,Human,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,California,5,FALSE,FALSE,Vincent Wong,Male,1,Competition,you wonderful meddling kids,Scooby-Doo,FALSE,1 box,1,0,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
360,Undead,Male,Ancient,Gladiator,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,Italy,4,FALSE,TRUE,"Captain Guzman,Ugo DiRinaldi","Male,Male",2,Competition,NULL,NULL,FALSE,2 boxes,0,0,0,1,0,0,0,4,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
361,"Yowie Yahoo,Dark Skull,Stormy Weathers,Lightning Strikes","Male,Male,Male,Male","Undead,Undead,Undead,Undead","Vampire,Vampire,Vampire,Vampire","Human,Human,Human,Human",FALSE,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Desert,Australia,10,FALSE,TRUE,"Russell,Harry,Barry","Male,Male,Male",3,Competition,you meddling kids,NULL,FALSE,4,1,1,0,1,2,1,0,8,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Frank Welker
362,Baseball Specter,Male,Ghost,Specter,Human,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,United States,5,FALSE,TRUE,Bob Taylor,Male,1,Competition,NULL,NULL,FALSE,0,0,0,0,1,0,0,1,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
363,"Ancient One,30 Foot Shaggy","Male,Male","Magician,Animal","Mystic,Giant","Human,Human",FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,Japan,3,FALSE,TRUE,Proff. Pomfrit,Male,1,Competition,NULL,NULL,FALSE,0,0,1,0,1,2,0,0,3,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
364,"Mummy of Pharaoh Scamses,Zombies,Zombies,Zombies,Zombies,Zombie Fred,Zombie Daphnie,Zombie Velma","Male,Male,Male,Female,Male,Male,Female,Female","Undead,Undead,Undead,Undead,Undead,Undead,Undead,Undead","Mummy,Zombie,Zombie,Zombie,Zombie,Zombie,Zombie,Zombie","Human,Human,Human,Human,Human,Human,Human,Human",FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NULL,Desert,Egypt,3,FALSE,TRUE,"Qasl Al-Famir,Madamoiselle Chantal","Male,Female",2,Competition,NULL,NULL,FALSE,0,1,0,0,0,1,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
365,Gusano Grande,Male,Animal,Giant,Worm,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Desert,Mexico,5,FALSE,TRUE,Gibby Norton,Male,1,Competition,NULL,NULL,TRUE,0,0,0,0,1,2,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
366,"Chupacabra,Paco,Quetzalcoatl,Jaguar Statues,Aztec Giant Statue,Ghost of Señor Otero,Skeleton Man","Male,Male,Male,Male,Male,Male,Male","Animal,Animal,Mythical,Possessed Object,Possessed Object,Ghost,Undead","Humanoid,Bird,Dragon,Statue,Statue,Phantom,Skeleton","Chupacabra,Parrot,Dragon,Jaguar,Human,Human,Human",FALSE,7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,Mexico,9,FALSE,TRUE,"Mr. Smiley,Charlene","Male,Female",2,Competition,those meddling kids,NULL,FALSE,2,0,0,0,0,4,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Frank Welker
367,"Jeevens,Shari","Male,Female","Mechanical,Mechanical","Robot,Computer","Robot,Computer",TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,United States,6,NULL,NULL,NULL,NULL,0,Competition,NULL,NULL,FALSE,several,0,0,0,1,0,0,1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
368,Baron Fortescu,Male,Undead,Vampire,Human,FALSE,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,Romania,3,TRUE,TRUE,"Baron Fortescu,Steve Fortescu","Male,Male",2,Competition,NULL,NULL,FALSE,0,1,0,0,0,0,1,1,0,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
369,"Scarecrows,Ghost of Hank Banning","Male,Male","Possessed Object,Ghost","Scarecrow,Phantom","Human,Human",FALSE,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,United States,4,TRUE,TRUE,Marcy,Female,1,Competition,NULL,NULL,FALSE,0,0,0,0,1,2,0,0,1,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
370,Cat Creature,Male,Animal,Humanoid,Cat,FALSE,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,5,FALSE,TRUE,"Meadow,Scar,Skull","Female,Male,Male",3,Competition,you meddling kids,NULL,FALSE,0,1,0,0,0,1,0,0,1,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
371,San Franpsycho,Male,Ancient,Convict,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,California,5,FALSE,TRUE,Rutie Banez,Female,1,Competition,NULL,NULL,TRUE,1 box,1,0,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
372,Invisible Man,Male,Disguised,Invisible,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Snow,Canada,9,FALSE,TRUE,"Zeke Zillon,Jack Hunter,Gibby Norton,Eve De La Faye","Male,Male,Male,Female",4,Competition,NULL,NULL,FALSE,5,1,0,0,1,0,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
373,"Scooby Snack Monster,Scooby Snack Monster","Male,Male","Possessed Object,Possessed Object","Humanoid,Humanoid","Scooby Snack,Scooby Snack",FALSE,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,Ohio,4,FALSE,TRUE,"Penelope Bailey,Trudey Lowe","Female,Female",2,Competition,pestering kids,NULL,FALSE,lifetime supply,1,1,0,0,0,0,0,2,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
374,Glasburgh Dragon,Male,Mythical,Dragon,Dragon,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,Scotland,5,FALSE,TRUE,Jamison Steven Ripley,Male,1,Treasure,you meddling medieval kids,NULL,FALSE,0,0,0,0,0,0,1,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
375,Fish Creature,Male,Animal,Humanoid,Fish,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Snow,Antarctica,5,FALSE,FALSE,Monroe Hopper,Male,1,Preservation,NULL,NULL,FALSE,0,2,0,0,0,1,0,0,2,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
376,"Wakumi,Shaman","Male,Male","Animal,Ancient","Giant,Shaman","Bird,Human",FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Desert,New Mexico,5,TRUE,TRUE,Henry Thornwald,Male,1,Preservation,NULL,NULL,FALSE,0,0,0,0,1,1,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
377,"Masked Figure,Pterodactyl Ghost,Black Knight Ghost,Cotton Candy Glob,Tar Monster,Minder 49er,Captain Cutler's Ghost,Zombie,10000 Volt Ghost,Skeleton Men,Skeleton Men","Male,Male,Male,Male,Male,Male,Male,Male,Male,Male,Male","Disguised,Animal,Possessed Object,Possessed Object,Possessed Object,Ancient,Possessed Object,Undead,Ghost,Undead,Undead","Scientist,Dinosaur,Suit,Candy,Tar,Miner,Suit,Zombie,Electric,Skeleton,Skeleton","Human,Pterodactyl,Human,Cotton Candy,Tar,Human,Human,Human,Human,Human,Human",TRUE,11,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,United States,5,FALSE,TRUE,"Dr. Jonathan Jacobo,Ned","Male,Male",2,Competition,those meddling punks,dumb dog,FALSE,0,0,0,0,0,3,1,0,4,0,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,Freddie Prinze Jr.,Sarah Michelle Gellar,Linda Cardellini,Matthew Lillard,Neil Fanning
378,Centaur,Male,Mythical,Beast,Centaur,FALSE,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,Greece,4,FALSE,TRUE,Susie Smythe,Female,1,Treasure,you meddling kids,NULL,FALSE,0,0,0,0,0,0,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
