Index,Series Name,Network,Season,Title,IMDB,Engagement,Date Aired,Run Time,Format
530,"Be Cool, Scooby-Doo!",Boomerang,2,Some Fred Time,8.2,53,11/14/2017,22 mins,TV Series
531,"Be Cool, Scooby-Doo!",Boomerang,2,There Wolf,7.5,40,11/15/2017,22 mins,TV Series
532,"Be Cool, Scooby-Doo!",Boomerang,2,Renn Scare,7.4,40,11/15/2017,22 mins,TV Series
533,"Be Cool, Scooby-Doo!",Boomerang,2,How to Train Your Coward,7.6,42,12/21/2017,22 mins,TV Series
534,"Be Cool, Scooby-Doo!",Boomerang,2,Worst in Show,7.1,38,11/17/2017,22 mins,TV Series
535,"Be Cool, Scooby-Doo!",Boomerang,2,Mysteries on the Disorient Express,7.5,42,11/18/2017,22 mins,TV Series
536,"Be Cool, Scooby-Doo!",Boomerang,2,Halloween,7.4,43,9/28/2017,22 mins,TV Series
537,"Be Cool, Scooby-Doo!",Boomerang,2,The Curse of Kaniaku,7.5,39,11/19/2017,22 mins,TV Series
538,"Be Cool, Scooby-Doo!",Boomerang,2,Vote Velma,6.6,40,11/19/2017,22 mins,TV Series
539,"Be Cool, Scooby-Doo!",Boomerang,2,Scroogey Doo,7.7,47,11/30/2017,22 mins,TV Series
540,"Be Cool, Scooby-Doo!",Boomerang,2,In Space,8,44,11/20/2017,22 mins,TV Series
541,"Be Cool, Scooby-Doo!",Boomerang,2,Doo Not Distrub,7.9,50,11/21/2017,22 mins,TV Series
542,"Be Cool, Scooby-Doo!",Boomerang,2,Silver Scream,7.4,38,11/22/2017,22 mins,TV Series
543,"Be Cool, Scooby-Doo!",Boomerang,2,Fright of Hand,7.2,35,11/22/2017,22 mins,TV Series
544,"Be Cool, Scooby-Doo!",Boomerang,2,Greece in the World,6.7,35,11/23/2017,22 mins,TV Series
545,Warner Home Video,Cartoon Network,Movie,Batman: The Brave and the Bold: Bat-Mite Presents: Batman's Strangest Cases!,6.6,1698,1/9/2018,75 mins,Movie
546,"Be Cool, Scooby-Doo!",Boomerang,2,American Goth,7.1,41,3/8/2018,22 mins,TV Series
547,"Be Cool, Scooby-Doo!",Boomerang,2,Omelettes Are Forever,7.2,31,3/9/2018,22 mins,TV Series
548,"Be Cool, Scooby-Doo!",Boomerang,2,Ghost in the Mystery Machine,7.4,36,3/10/2018,22 mins,TV Series
549,"Be Cool, Scooby-Doo!",Boomerang,2,Naughty or Ice,7.4,38,3/11/2018,22 mins,TV Series
550,"Be Cool, Scooby-Doo!",Boomerang,2,Night of the Upsetting Shorts,7.3,39,3/12/2018,22 mins,TV Series
551,"Be Cool, Scooby-Doo!",Boomerang,2,Junkyard Dogs,6.9,37,3/13/2018,22 mins,TV Series
552,"Be Cool, Scooby-Doo!",Boomerang,2,Protein Titans 2,6.7,33,3/14/2018,22 mins,TV Series
553,"Be Cool, Scooby-Doo!",Boomerang,2,World of Witchcraft,6.9,33,3/15/2018,22 mins,TV Series
554,"Be Cool, Scooby-Doo!",Boomerang,2,Professor Huh? Part 1,7.8,37,3/16/2018,22 mins,TV Series
555,"Be Cool, Scooby-Doo!",Boomerang,2,Professor Huh? Part 6 3/4,7.9,36,3/17/2018,22 mins,TV Series
556,"Be Cool, Scooby-Doo!",Boomerang,2,Pizza O'Possumm's,6.8,31,3/18/2018,11 mins,TV Series
557,"Be Cool, Scooby-Doo!",Boomerang,2,The Curse of Half-Beard's Booty,6.8,31,3/18/2018,11 mins,TV Series
558,Supernatural,The CW,Crossover,Scoobynatural,9.6,6929,3/29/2018,42 mins,Crossover
559,Warner Home Video,Warner Home Video,Movie,Daphne & Velma,4.2,1557,5/22/2018,75 mins,Movie
560,Warner Home Video,Warner Home Video,Movie,Scooby-Doo! and the Gourmet Ghost,7.3,825,9/11/2018,77 mins,Movie
561,OK K.O.!,Cartoon Netwrk,Crossover,Monster Party,8.1,NULL,10/1/2018,NULL,Crossover
562,Warner Home Video,Warner Home Video,Movie,Scooby-Doo! and the Curse of the 13th Ghost,6.5,1182,2/5/2019,82 mins,Movie
563,Scooby-Doo and Guess Who?,Boomerang,1,Revenge of the Swamp Monster,7,126,6/27/2019,22 mins,TV Series
564,Scooby-Doo and Guess Who?,Boomerang,1,A Mystery Solving Gang Divided,7.9,93,7/2/2019,22 mins,TV Series
565,Scooby-Doo and Guess Who?,Boomerang,1,Peebles' Pet Show of Terrible Terrors!,7.9,79,7/11/2019,22 mins,TV Series
566,Scooby-Doo and Guess Who?,Boomerang,1,"Elementary, My Dear Shaggy!",8.1,78,7/18/2019,22 mins,TV Series
567,Warner Home Video,Warner Home Video,Movie,Scooby-Doo! Return to Zombie Island,5.7,1418,7/21/2019,80 mins,Movie
568,Scooby-Doo and Guess Who?,Boomerang,1,Ollie Ollie In-Come Free!,7.3,84,7/25/2019,23 mins,TV Series
569,Scooby-Doo and Guess Who?,Boomerang,1,The Scooby of a Thousand Faces!,8.1,74,8/1/2019,22 mins,TV Series
570,Scooby-Doo and Guess Who?,Boomerang,1,The Cursed Cabinet of Professor Madds Markson,8.3,70,8/8/2019,22 mins,TV Series
571,Scooby-Doo and Guess Who?,Boomerang,1,When Urkel-Bots Go Bad!,6.5,74,8/15/2019,22 mins,TV Series
572,Scooby-Doo and Guess Who?,Boomerang,1,The Fastest Food Fiend!,7.5,52,8/22/2019,23 mins,TV Series
573,Scooby-Doo and Guess Who?,Boomerang,1,Attack of the Weird Al-Osaurus!,7.5,61,8/29/2019,23 mins,TV Series
574,Scooby-Doo and Guess Who?,Boomerang,1,"Now You Sia, Now You Don't!",7.4,59,9/5/2019,22 mins,TV Series
575,Scooby-Doo and Guess Who?,Boomerang,1,Quit Clowning!,7.4,47,9/12/2019,23 mins,TV Series
576,Scooby-Doo and Guess Who?,Boomerang,1,"What a Night, for a Dark Knight",8.7,84,9/19/2019,22 mins,TV Series
577,Teen Titans,Cartoon Network,Crossover,Cartoon Feud,6.4,38,10/4/2019,12 mins,Crossover
578,Warner Bros. Picture,Warner Bros. Picture,Movie,SCOOB!,5.7,20226,5/15/2020,NULL,Movie (Theatrical)
579,Scooby-Doo and Guess Who?,Boomerang,1,The Nightmare Ghost of Psychic U!,8.1,38,7/2/2020,23 mins,TV Series
580,Scooby-Doo and Guess Who?,Boomerang,1,"The Sword, the Fox and the Scooby-Doo!",8.8,35,7/2/2020,23 mins,TV Series
581,Scooby-Doo and Guess Who?,Boomerang,1,One Minuite Mysteries!,7.9,36,7/2/2020,23 mins,TV Series
582,Scooby-Doo and Guess Who?,Boomerang,1,Hollywood Knights!,8.1,25,7/2/2020,22 mins,TV Series
583,Scooby-Doo and Guess Who?,Boomerang,1,The New York Underground!,7.8,27,7/2/2020,22 mins,TV Series
584,Scooby-Doo and Guess Who?,Boomerang,1,Fear the Fire Beast!,7.7,23,7/2/2020,22 mins,TV Series
585,Scooby-Doo and Guess Who?,Boomerang,1,Too Many Dummies!,8.2,28,7/2/2020,22 mins,TV Series
586,Scooby-Doo and Guess Who?,Boomerang,1,Dance Matron of Mayhem,7.6,22,7/2/2020,22 mins,TV Series
587,Scooby-Doo and Guess Who?,Boomerang,1,The Wedding Witch of Wainsly Hall!,8.6,19,7/2/2020,22 mins,TV Series
588,Scooby-Doo and Guess Who?,Boomerang,1,A Run Cycle Through Time!,7.9,21,7/2/2020,22 mins,TV Series
589,Scooby-Doo and Guess Who?,Boomerang,1,I Put a Hex on You!,8.4,25,7/2/2020,22 mins,TV Series
590,Scooby-Doo and Guess Who?,Boomerang,1,The High School Wolfman's Musical Lament!,7.6,27,7/2/2020,23 mins,TV Series
591,Scooby-Doo and Guess Who?,Boomerang,1,Space Station Scooby,8.2,24,7/2/2020,22 mins,TV Series
592,Scooby-Doo and Guess Who?,Boomerang,2,"The Phantom, the Talking Dog and the Hot Hot Hot Sauce!",NULL,NULL,10/1/2020,22 mins,TV Series
593,Scooby-Doo and Guess Who?,Boomerang,2,The Last Inmate!,NULL,NULL,10/1/2020,22 mins,TV Series
594,Scooby-Doo and Guess Who?,Boomerang,2,The Horrible Haunted Hospital of Dr. Phineas Phrag!,NULL,NULL,10/1/2020,23 mins,TV Series
595,Scooby-Doo and Guess Who?,Boomerang,2,The Hot Dog Dog!,NULL,NULL,10/1/2020,22 mins,TV Series
596,Scooby-Doo and Guess Who?,Boomerang,2,A Moveable Mystery!,NULL,NULL,10/1/2020,22 mins,TV Series
597,Scooby-Doo and Guess Who?,Boomerang,2,The Feast of Dr. Frankenfooder!,NULL,NULL,10/1/2020,22 mins,TV Series
598,Scooby-Doo and Guess Who?,Boomerang,2,A Fashion Nightmare,NULL,NULL,10/1/2020,22 mins,TV Series
599,Scooby-Doo and Guess Who?,Boomerang,2,Scooby on Ice!,NULL,NULL,10/1/2020,22 mins,TV Series
600,Scooby-Doo and Guess Who?,Boomerang,2,Caveman on the Half-Pipe,NULL,NULL,10/1/2020,22 mins,TV Series
601,Scooby-Doo and Guess Who?,Boomerang,2,The Crown Jewel of Boxing!,NULL,NULL,10/1/2020,22 mins,TV Series
602,Scooby-Doo and Guess Who?,Boomerang,2,The Internet on Haunted House Hill!,NULL,NULL,10/1/2020,NULL,TV Series
603,Scooby-Doo and Guess Who?,Boomerang,2,The 7th Inning Scare!,NULL,NULL,10/1/2020,22 mins,TV Series
604,Scooby-Doo and Guess Who?,Boomerang,2,The Dreaded Remake of Jekyll & Hyde!,NULL,NULL,10/1/2020,22 mins,TV Series
605,Warner Home Video,Warner Home Video,Movie,"Happy Halloween, Scooby-Doo!",6.3,978,10/6/2020,76 mins,Movie
606,Warner Home Video,Warner Home Video,Movie,Scooby-Doo! The Sword and the Scoob,6.2,422,2/23/2020,77 mins,Movie
607,Scooby-Doo and Guess Who?,Boomerang,2,Dark Diner of Route 66!,NULL,NULL,2/25/2021,22 mins,TV Series
608,Scooby-Doo and Guess Who?,Boomerang,2,Total Jeopardy!,NULL,NULL,11/13/2020,23 mins,TV Series
